a,b
0.034782608695652174,0.044021739130434834
0.03799830364715861,0.03621713316369812
0.04014336917562724,0.04641577060931901
0.04411619891678976,0.059625800098473736
0.04957123098201936,0.009100968188105019
0.05573872472783825,-0.1726594090202177
0.06478669558929862,-0.18373101952277648
0.09616313388784545,-0.044888650389052875
0.055003069367710246,0.030509515039901847
0.06588235294117646,0.02727941176470583
0.0709422011084719,0.04267616785431505
0.08025078369905955,0.057993730407523536
0.10193401592718998,0.06131968145620015
0.1967609113368103,0.05591545429590994
0.21314302705917335,0.12134998513232231
0.06334393778720396,0.03785790031813374
0.06850152905198777,0.03157492354740066
0.07044025157232704,0.03852201257861643
0.07222893994357113,0.036960902861749245
0.0710829036096787,0.03859579531931767
0.06858017604286261,0.025985457328740913
0.06798179059180576,-0.10303490136570559
0.10130016958733747,-0.0791407574901074
0.1998327293002509,-0.06264287705603566
0.13488897252540458,-0.07034249153180272
0.08586487781504551,-0.050646861523718334
0.06876438986953184,-0.09508825786646202
0.19212007504690432,-0.0478424015009381
0.16531365313653135,-0.0174354243542435
0.07557992408266553,0.0788274989455926
0.07044025157232704,0.004402515723270439
0.054024721133554415,-0.06858607175158271
0.04424691358024691,-0.07501234567901238
0.04478880279930017,-0.11879530117470638
0.052489748096074984,-0.17592267135325135
0.049325626204238915,-0.0710982658959538
0.0440727988194786,-0.06645351696999502
0.046197473575663825,0.0030678009796338834
0.09268166537367467,-0.17468321696405487
0.09572649572649572,-0.1742521367521368
0.0888448190381755,-0.1565195835399108
0.09251419721218378,-0.170934434692824
0.08671667069924993,-0.2206871521896927
0.13642938713361247,-0.09139703083365047
0.1419968304278922,-0.11481774960380342
0.1114774494556765,-0.12911353032659412
0.07975077881619937,-0.0420560747663552
0.12362883753018282,-0.13932390479475687
0.1217804960924227,-0.14437648657832147
0.11797235023041473,-0.13271889400921655
0.1270921985815603,-0.024822695035461084
0.10682563338301043,0.006467958271236918
0.114688,0.018143999999999938
0.14995815899581588,0.005857740585774152
0.13544973544973543,-0.03703703703703709
0.13519426631459824,-0.04673708034703883
0.07185244587008821,-0.14314354450681632
0.08017897091722595,-0.028501118568232675
0.08421052631578947,-0.03421052631578947
0.08258064516129032,-0.02645161290322584
0.0496398891966759,0.15008310249307477
0.05066440486287814,0.15021204410517386
0.06583394562821454,0.08795003673769286
0.08218298555377207,-0.1853932584269663
0.08269497000461468,0.028749423165666754
0.08323269856014863,0.01267998142127258
0.05937707090788601,0.19251159708416166
0.06147512864493996,0.19811320754716988
0.03470178156467854,0.024399690162664633
0.03657142857142857,0.008000000000000007
0.03921225382932166,-0.013172866520787752
0.03914373088685015,-0.020489296636085674
0.04016136261766024,-0.03859255939040784
0.04050632911392405,0.010126582278481067
0.04217462932454695,0.10461285008237231
0.0448,0.09030000000000005
0.044934804413239715,0.06599799398194583
0.031003460207612455,0.011626297577854716
0.036070853462157805,-0.03325281803542679
0.04648508430609598,-0.09097276264591447
0.05475099297280782,-0.0951726245035136
0.059833055091819694,-0.10494156928213694
0.07545263157894737,-0.06572631578947374
0.07777777777777778,-0.07170138888888888
0.07915194346289753,-0.08842756183745581
0.08223955943093161,-0.08256080770995866
0.09509153621650304,-0.043274078004775784
0.10248784672576494,-0.046239633971975946
0.09712737127371274,-0.0007588075880758938
0.03739565943238731,-0.04090150250417368
0.04280936454849498,-0.04983277591973245
0.0499860529986053,-0.08571827057182702
0.06093165589935396,-0.13209792587555258
0.049694952856350526,-0.06444814198557958
0.042850310856049734,-0.029794356767097074
0.061139542818150795,0.1277720914363698
0.07870004391743522,-0.003996486605182259
0.09821869005206905,0.019375171279802705
0.10900243309002432,0.007664233576642254
0.08188256796892848,-0.06764907470870463
0.08313616330317791,-0.043678960797958744
0.07714162720619888,0.043693499784761114
0.06323218066337331,0.12103034580098793
0.10213736107153035,0.07999430037047595
0.1099049371358479,0.03842379638147808
0.09260981912144703,-0.05100775193798446
0.09182679989751473,-0.01919036638483218
